"Open Time ET","Side","Qty Open","Symbol","Descrip","Avg Price Open","Qty Closed","Closed Time ET","Avg Price Closed","DD as %","DD $","DD Time ET","DD Quant","DD Worst Price","Trade P/L"
"2020-01-31 10:01:04","SHORT","1","CHF/JPY","CHF/JPY","112.5483","1","2020-01-31 10:15:53","112.4579","-0.00","-2.00","2020-01-31 10:02:00","1","112.5700","8.00"
"2020-01-31 09:16:35","LONG","600","GBP/AUD","GBP/AUD","1.9620","600","2020-01-31 09:18:11","1.9620","-0.69","-2202.57","2020-01-31 09:17:00","300","1.9608","-366.00"
"2020-01-31 09:13:48","SHORT","300","GBP/AUD","GBP/AUD","1.9611","300","2020-01-31 09:16:28","1.9611","-0.22","-702.09","2020-01-31 09:14:00","300","1.9615","-16.00"
"2020-01-29 14:29:22","SHORT","200","USD/CAD","USD/CAD","1.3199","200","2020-01-30 16:01:17","1.3192","-1.27","-4256.41","2020-01-30 00:00:00","200","1.3227","1028.00"
"2020-01-30 09:37:54","SHORT","100","GBP/CAD","GBP/CAD","1.7292","100","2020-01-30 15:47:54","1.7276","-1.03","-3239.63","2020-01-30 11:10:00","100","1.7335","1221.00"
"2020-01-27 09:43:16","SHORT","100","USD/CAD","USD/CAD","1.3190","100","2020-01-28 14:21:21","1.3171","-0.36","-1232.95","2020-01-28 00:00:00","100","1.3206","1453.00"
"2020-01-26 18:12:36","SHORT","125","CHF/JPY","CHF/JPY","112.2187","125","2020-01-26 18:12:59","112.2693","-0.17","-581.00","2020-01-26 18:12:59","125","112.2690","-581.00"
"2020-01-26 18:12:02","LONG","125","CHF/JPY","CHF/JPY","112.2642","125","2020-01-26 18:12:31","112.2329","-0.10","-360.00","2020-01-26 18:12:31","125","112.2330","-360.00"
"2020-01-08 09:49:36","SHORT","125","CHF/JPY","CHF/JPY","112.1573","125","2020-01-26 18:11:53","112.2657","-7.80","-25278.40","2020-01-16 00:00:00","125","114.3850","-1245.00"
"2020-01-23 14:56:46","SHORT","75","CAD/CHF","CAD/CHF","0.7385","75","2020-01-26 18:11:45","0.7374","-0.24","-818.05","2020-01-24 00:00:00","75","0.7395","790.00"
"2020-01-22 09:41:50","SHORT","50","GBP/USD","GBP/USD","1.3138","50","2020-01-23 09:39:34","1.3110","-0.20","-668.50","2020-01-23 00:00:00","50","1.3151","1385.00"
"2020-01-16 10:47:46","SHORT","100","USD/JPY","USD/JPY","110.1013","100","2020-01-21 13:37:00","109.7995","-0.53","-1712.61","2020-01-16 19:55:00","100","110.2900","2749.00"
"2020-01-16 13:54:59","SHORT","50","GBP/AUD","GBP/AUD","1.8958","50","2020-01-17 02:22:35","1.8941","-0.23","-755.00","2020-01-16 20:41:00","50","1.8980","574.00"
"2020-01-16 11:48:33","LONG","300","EUR/USD","EUR/USD","1.1132","300","2020-01-16 11:49:06","1.1132","-0.10","-314.00","2020-01-16 11:49:00","300","1.1131","163.00"
"2020-01-15 10:08:03","SHORT","100","EUR/USD","EUR/USD","1.1147","100","2020-01-16 11:48:33","1.1131","-0.80","-2577.00","2020-01-16 00:00:00","100","1.1173","1560.00"
"2020-01-13 19:12:15","SHORT","100","USD/JPY","USD/JPY","110.1001","100","2020-01-15 09:01:15","109.8207","-0.32","-1036.30","2020-01-13 19:56:00","100","110.2140","2542.00"
"2020-01-07 20:48:56","SHORT","100","EUR/AUD","EUR/AUD","1.6248","100","2020-01-07 21:38:21","1.6229","-0.11","-360.62","2020-01-07 20:59:00","100","1.6253","1254.00"
"2020-01-06 11:51:27","SHORT","100","CHF/JPY","CHF/JPY","111.8537","100","2020-01-07 09:56:11","111.5892","-0.43","-1451.20","2020-01-06 16:50:00","100","112.0110","2438.00"
"2020-01-06 13:45:30","SHORT","100","EUR/USD","EUR/USD","1.1197","100","2020-01-07 02:01:20","1.1180","-0.05","-163.00","2020-01-06 16:46:00","100","1.1199","1756.00"
"2020-01-03 12:54:34","SHORT","100","EUR/USD","EUR/USD","1.1172","100","2020-01-03 16:52:34","1.1154","-0.03","-110.00","2020-01-03 13:10:00","100","1.1173","1795.00"
"2019-12-11 16:16:59","SHORT","200","AUD/JPY","AUD/JPY","74.9996","200","2020-01-03 04:03:59","75.0112","-9.28","-28214.20","2019-12-27 00:00:00","200","76.5430","-215.00"
"2019-12-27 10:16:48","SHORT","100","AUD/USD","AUD/USD","0.6973","100","2020-01-03 02:48:13","0.6953","-1.97","-5882.00","2019-12-31 00:00:00","100","0.7032","1990.00"
"2019-12-19 13:34:25","SHORT","100","NZD/CAD","NZD/CAD","0.8670","100","2020-01-02 22:43:50","0.8673","-3.32","-9921.34","2019-12-30 00:00:00","100","0.8800","-226.00"
"2019-12-31 10:45:18","SHORT","50","NZD/USD","NZD/USD","0.6745","50","2020-01-02 09:10:43","0.6697","-0.10","-310.50","2019-12-31 10:57:00","50","0.6752","2402.00"
"2019-12-27 14:54:33","SHORT","100","CHF/JPY","CHF/JPY","112.4409","100","2019-12-27 16:30:48","112.3968","-0.09","-256.72","2019-12-27 15:00:00","100","112.4690","403.00"
"2019-12-26 12:57:46","SHORT","100","USD/JPY","USD/JPY","109.6416","100","2019-12-26 19:51:24","109.4447","-0.06","-195.09","2019-12-26 15:00:00","100","109.6630","1798.00"
"2019-12-19 12:33:04","SHORT","100","CAD/JPY","CAD/JPY","83.2398","100","2019-12-19 12:33:47","83.2467","-0.02","-63.00","2019-12-19 12:33:47","100","83.2467","-63.00"
"2019-12-19 12:32:43","LONG","100","CAD/JPY","CAD/JPY","83.2410","100","2019-12-19 12:33:03","83.2387","-0.03","-91.26","2019-12-19 12:33:00","100","83.2310","-21.00"
"2019-12-18 10:35:44","SHORT","100","CAD/JPY","CAD/JPY","83.4459","100","2019-12-19 12:32:43","83.2399","-0.56","-1763.23","2019-12-18 11:25:00","100","83.6390","1885.00"
"2019-12-03 14:17:39","SHORT","350","GBP/USD","GBP/USD","1.3025","350","2019-12-19 08:26:14","1.3012","-43.87","-98058.90","2019-12-13 00:00:00","200","1.3515","4513.00"
"2019-12-17 15:04:43","SHORT","100","CHF/JPY","CHF/JPY","111.6685","100","2019-12-18 03:15:01","111.4855","-0.35","-1064.57","2019-12-17 18:31:00","100","111.7850","1672.00"
"2019-12-17 10:39:02","SHORT","100","CHF/JPY","CHF/JPY","111.7082","100","2019-12-17 11:42:46","111.6301","-0.31","-911.87","2019-12-17 10:59:00","100","111.8080","713.00"
"2019-12-12 14:19:20","SHORT","80","USD/CHF","USD/CHF","0.9863","80","2019-12-12 16:59:45","0.9854","-0.24","-748.41","2019-12-12 14:31:00","80","0.9873","765.00"
"2019-12-10 15:13:56","SHORT","100","CHF/JPY","CHF/JPY","110.5199","100","2019-12-11 05:22:49","110.3374","-0.15","-442.17","2019-12-10 18:23:00","100","110.5680","1679.00"
"2019-12-09 21:04:26","SHORT","150","NZD/USD","NZD/USD","0.6558","150","2019-12-10 09:52:22","0.6540","-0.49","-1452.00","2019-12-09 21:23:00","150","0.6568","2757.00"
"2019-12-06 13:53:01","SHORT","150","USD/CAD","USD/CAD","1.3259","150","2019-12-09 09:50:17","1.3238","-0.26","-755.19","2019-12-06 15:11:00","150","1.3265","2276.00"
"2019-12-02 11:18:17","SHORT","250","CHF/JPY","CHF/JPY","109.9163","250","2019-12-06 09:10:33","109.8999","-2.59","-7533.33","2019-12-05 00:00:00","250","110.2440","376.00"
"2019-12-03 10:29:30","SHORT","250","AUD/CAD","AUD/CAD","0.9108","250","2019-12-03 10:42:11","0.9094","-0.05","-150.43","2019-12-03 10:30:00","250","0.9109","2698.00"
"2019-11-26 14:22:43","SHORT","200","CAD/JPY","CAD/JPY","82.1229","200","2019-12-02 10:56:44","82.0275","-3.06","-8775.04","2019-12-02 03:43:00","200","82.6010","1748.00"
"2019-11-22 11:00:19","SHORT","200","USD/CHF","USD/CHF","0.9960","200","2019-12-02 10:00:58","0.9942","-4.40","-12659.30","2019-11-29 00:00:00","200","1.0023","3609.00"
"2019-12-01 20:29:36","SHORT","200","USD/JPY","USD/JPY","109.6800","200","2019-12-02 10:00:00","109.4562","-0.30","-857.72","2019-12-01 21:27:00","200","109.7270","4095.00"
"2019-11-29 14:23:45","SHORT","100","GBP/AUD","GBP/AUD","1.9115","100","2019-12-01 20:21:20","1.9079","-0.40","-1147.17","2019-11-29 16:56:00","100","1.9132","2445.00"
"2019-11-27 16:12:54","SHORT","100","USD/JPY","USD/JPY","109.5384","100","2019-11-29 13:00:55","109.4124","-0.42","-1193.24","2019-11-29 08:14:00","100","109.6690","1150.00"
"2019-11-15 11:36:53","SHORT","200","EUR/USD","EUR/USD","1.1046","200","2019-11-22 09:46:34","1.1045","-3.53","-10276.00","2019-11-21 00:00:00","200","1.1097","48.00"
"2019-11-20 09:46:18","SHORT","235","USD/CHF","USD/CHF","0.9929","235","2019-11-20 12:58:33","0.9909","-0.52","-1503.63","2019-11-20 10:38:00","235","0.9935","4754.00"
"2019-11-19 10:02:29","SHORT","230","AUD/CHF","AUD/CHF","0.6764","230","2019-11-19 21:12:23","0.6752","-0.63","-1795.02","2019-11-19 11:40:00","230","0.6772","2745.00"
"2019-11-12 15:43:31","SHORT","100","USD/CAD","USD/CAD","1.3235","100","2019-11-15 11:04:23","1.3222","-0.94","-2651.09","2019-11-14 00:00:00","100","1.3271","1038.00"
"2019-11-14 12:49:43","SHORT","100","EUR/AUD","EUR/AUD","1.6247","100","2019-11-14 20:08:39","1.6219","-0.34","-958.25","2019-11-14 13:59:00","100","1.6261","1875.00"
"2019-11-13 10:26:26","SHORT","200","NZD/USD","NZD/USD","0.6402","200","2019-11-14 08:57:11","0.6380","-1.22","-3404.00","2019-11-13 19:08:00","200","0.6419","4258.00"
"2019-08-26 09:05:04","SHORT","200","AUD/NZD","AUD/NZD","1.0664","200","2019-11-13 09:07:28","1.0665","-10.13","-25712.90","2019-11-07 00:00:00","200","1.0865","-131.00"
"2019-11-08 13:37:08","SHORT","100","USD/CHF","USD/CHF","0.9973","100","2019-11-11 09:15:06","0.9935","-0.22","-556.65","2019-11-08 15:33:00","100","0.9979","3856.00"
"2019-11-07 11:21:43","SHORT","100","USD/JPY","USD/JPY","109.2870","100","2019-11-08 11:23:15","109.0885","-0.73","-1839.67","2019-11-07 13:02:00","100","109.4880","1818.00"
"2019-11-06 14:33:05","SHORT","200","USD/CAD","USD/CAD","1.3182","200","2019-11-07 10:01:33","1.3169","-0.90","-2289.71","2019-11-06 22:22:00","200","1.3197","2048.00"
"2019-11-05 12:57:52","SHORT","200","USD/JPY","USD/JPY","109.1228","200","2019-11-06 01:41:46","108.9189","-0.88","-2220.83","2019-11-05 15:02:00","200","109.2440","3741.00"
"2019-11-05 10:55:33","SHORT","200","CAD/JPY","CAD/JPY","82.9512","200","2019-11-05 11:50:52","82.8250","-0.22","-563.47","2019-11-05 11:07:00","200","82.9820","2314.00"
"2019-11-04 11:01:46","SHORT","100","CHF/JPY","CHF/JPY","110.0380","100","2019-11-04 16:41:22","109.9257","-0.08","-203.00","2019-11-04 13:03:00","100","110.0600","1034.00"
"2019-11-01 13:55:21","SHORT","100","AUD/JPY","AUD/JPY","74.8392","100","2019-11-01 15:20:32","74.7375","-0.03","-72.48","2019-11-01 13:56:00","100","74.8470","940.00"
"2019-10-10 11:10:54","SHORT","200","USD/JPY","USD/JPY","107.9367","200","2019-10-31 13:31:33","107.9339","-10.81","-24796.50","2019-10-30 00:00:00","200","109.2860","52.00"
"2019-10-24 16:44:38","SHORT","150","CAD/CHF","CAD/CHF","0.7598","150","2019-10-30 10:01:08","0.7566","-2.56","-6026.16","2019-10-28 00:00:00","150","0.7638","4772.00"
"2019-10-16 15:00:19","SHORT","100","CHF/JPY","CHF/JPY","109.3055","100","2019-10-25 10:55:02","109.2955","-4.22","-10022.20","2019-10-21 00:00:00","100","110.3940","93.00"
"2019-10-09 12:59:13","SHORT","100","USD/JPY","USD/JPY","107.5642","100","2019-10-09 18:20:07","107.3586","-0.23","-593.38","2019-10-09 13:01:00","100","107.6280","1916.00"
"2019-10-07 15:14:13","SHORT","200","EUR/JPY","EUR/JPY","117.7366","200","2019-10-08 05:30:21","117.6762","-1.72","-4351.61","2019-10-08 02:03:00","200","117.9700","1129.00"
"2019-10-03 09:10:12","SHORT","200","NZD/USD","NZD/USD","0.6284","200","2019-10-07 06:27:55","0.6285","-4.25","-10522.00","2019-10-04 00:00:00","200","0.6337","-190.00"
"2019-10-02 09:21:56","SHORT","200","EUR/AUD","EUR/AUD","1.6344","200","2019-10-02 21:21:31","1.6326","-1.30","-3265.92","2019-10-02 09:47:00","200","1.6368","2352.00"
"2019-10-01 13:41:11","SHORT","200","EUR/AUD","EUR/AUD","1.6308","200","2019-10-01 19:49:23","1.6292","-0.79","-1929.50","2019-10-01 14:10:00","200","1.6322","2130.00"
"2019-09-30 10:03:19","SHORT","200","USD/CHF","USD/CHF","0.9963","200","2019-10-01 11:03:46","0.9961","-4.69","-10910.50","2019-10-01 00:00:00","200","1.0017","397.00"
"2019-09-27 09:22:30","SHORT","200","USD/JPY","USD/JPY","108.1195","200","2019-09-27 12:36:44","107.9312","-0.47","-1140.18","2019-09-27 10:50:00","200","108.1810","3489.00"
"2019-09-26 12:47:06","SHORT","80","USD/JPY","USD/JPY","107.8699","80","2019-09-26 20:39:19","107.6753","-0.27","-660.87","2019-09-26 15:36:00","80","107.9590","1446.00"
"2019-09-04 10:19:36","SHORT","162","CHF/JPY","CHF/JPY","108.1734","162","2019-09-26 06:09:53","108.1831","-9.95","-21117.20","2019-09-13 00:00:00","162","109.5820","-146.00"
"2019-09-25 16:59:46","SHORT","160","USD/CHF","USD/CHF","0.9916","160","2019-09-25 23:28:31","0.9907","-0.47","-1063.31","2019-09-25 17:00:00","160","0.9923","1496.00"
"2019-09-24 20:24:17","SHORT","60","GBP/AUD","GBP/AUD","1.8369","60","2019-09-25 11:38:23","1.8318","-0.70","-1609.59","2019-09-25 00:00:00","60","1.8409","2050.00"
"2019-09-19 15:20:03","SHORT","80","GBP/AUD","GBP/AUD","1.8429","80","2019-09-23 09:15:33","1.8341","-1.74","-3727.00","2019-09-20 00:00:00","80","1.8498","4766.00"
"2019-09-18 17:19:16","SHORT","50","USD/JPY","USD/JPY","108.4099","50","2019-09-18 23:48:50","107.8304","-0.14","-295.32","2019-09-18 20:03:00","50","108.4740","2686.00"
"2019-09-18 12:53:53","SHORT","50","EUR/CAD","EUR/CAD","1.4690","50","2019-09-18 14:42:31","1.4667","-0.07","-143.74","2019-09-18 13:54:00","50","1.4694","864.00"
"2019-09-11 09:44:08","SHORT","100","CAD/CHF","CAD/CHF","0.7553","100","2019-09-11 11:40:36","0.7533","-0.08","-177.27","2019-09-11 09:51:00","100","0.7555","2017.00"
"2019-08-30 07:26:29","SHORT","125","USD/CHF","USD/CHF","0.9889","125","2019-09-03 10:03:31","0.9870","-2.13","-4793.41","2019-09-03 03:01:00","125","0.9927","2365.00"
"2019-08-29 13:39:49","SHORT","120","CAD/JPY","CAD/JPY","80.1738","120","2019-08-30 01:03:00","79.9765","-0.34","-768.69","2019-08-29 14:13:00","120","80.2420","2226.00"
"2019-08-27 09:45:48","SHORT","122","CAD/CHF","CAD/CHF","0.7422","122","2019-08-27 10:53:38","0.7403","-0.23","-537.14","2019-08-27 10:11:00","122","0.7427","2342.00"
"2019-08-23 13:57:18","SHORT","100","EUR/AUD","EUR/AUD","1.6503","100","2019-08-26 02:56:16","1.6482","-2.08","-4661.19","2019-08-26 01:11:00","100","1.6572","1397.00"
"2019-08-16 14:08:19","SHORT","100","AUD/NZD","AUD/NZD","1.0549","100","2019-08-23 11:44:17","1.0548","-1.95","-4300.63","2019-08-22 00:00:00","100","1.0616","66.00"
"2019-08-22 09:47:15","SHORT","200","CAD/CHF","CAD/CHF","0.7399","200","2019-08-23 08:25:57","0.7382","-1.61","-3583.56","2019-08-23 00:00:00","200","0.7417","3557.00"
"2019-08-21 09:46:02","SHORT","100","CAD/CHF","CAD/CHF","0.7396","100","2019-08-22 02:19:17","0.7376","-0.10","-215.77","2019-08-21 09:53:00","100","0.7398","2065.00"
"2019-08-15 10:25:55","SHORT","200","USD/CAD","USD/CAD","1.3321","200","2019-08-16 02:24:16","1.3300","-1.27","-2789.84","2019-08-15 10:25:55","200","1.3339","3045.00"
"2019-08-14 10:37:38","SHORT","100","USD/CAD","USD/CAD","1.3309","100","2019-08-15 02:23:12","1.3297","-0.57","-1253.09","2019-08-14 10:37:38","100","1.3326","917.00"
"2019-08-13 11:20:34","SHORT","200","AUD/NZD","AUD/NZD","1.0521","200","2019-08-14 06:53:36","1.0502","-1.15","-2507.01","2019-08-14 06:53:00","-200","1.0501","2321.00"
"2019-08-12 11:01:33","SHORT","100","EUR/AUD","EUR/AUD","1.6596","100","2019-08-12 21:13:18","1.6577","-0.76","-1627.96","2019-08-12 11:01:33","100","1.6620","1292.00"
"2019-08-08 09:25:32","SHORT","150","AUD/NZD","AUD/NZD","1.0510","150","2019-08-08 17:03:25","1.0500","-0.67","-1431.65","2019-08-08 17:03:00","-150","1.0495","1020.00"
"2019-08-06 15:13:11","SHORT","200","USD/CAD","USD/CAD","1.3277","200","2019-08-08 11:12:53","1.3257","-4.86","-10250.00","2019-08-06 15:13:11","200","1.3345","2965.00"
"2019-08-05 09:07:45","SHORT","200","EUR/AUD","EUR/AUD","1.6514","200","2019-08-06 09:24:46","1.6471","-7.41","-15193.60","2019-08-05 09:07:45","200","1.6627","5813.00"
"2019-08-02 10:47:44","SHORT","200","USD/CAD","USD/CAD","1.3236","200","2019-08-02 11:49:01","1.3216","-0.50","-1018.09","2019-08-02 10:47:44","200","1.3242","2904.00"
"2019-08-02 09:27:18","SHORT","100","EUR/AUD","EUR/AUD","1.6361","100","2019-08-02 09:57:59","1.6340","-0.39","-783.82","2019-08-02 09:27:18","100","1.6372","1405.00"
"2019-08-01 16:11:51","SHORT","100","EUR/AUD","EUR/AUD","1.6302","100","2019-08-01 22:44:08","1.6269","-0.32","-628.90","2019-08-01 16:11:51","100","1.6311","2286.00"
"2019-07-31 23:49:57","SHORT","200","USD/CHF","USD/CHF","0.9969","200","2019-08-01 09:47:33","0.9949","-0.75","-1454.10","2019-07-31 23:49:57","200","0.9976","4030.00"
"2019-07-28 21:36:26","SHORT","150","EUR/AUD","EUR/AUD","1.6150","150","2019-07-31 21:36:30","1.6137","-4.42","-8333.92","2019-07-28 21:36:26","100","1.6232","1395.00"
"2019-07-22 10:46:54","SHORT","150","USD/CAD","USD/CAD","1.3125","150","2019-07-31 09:07:23","1.3124","-4.60","-8446.32","2019-07-22 10:46:54","150","1.3199","172.00"
"2019-07-25 15:00:26","SHORT","100","USD/JPY","USD/JPY","108.7242","100","2019-07-28 20:32:15","108.5212","-0.51","-955.29","2019-07-25 15:00:26","100","108.8280","1871.00"
"2019-07-18 09:11:46","SHORT","200","NZD/USD","NZD/USD","0.6739","200","2019-07-22 22:31:27","0.6738","-5.39","-10298.00","2019-07-18 09:11:46","200","0.6791","178.00"
"2019-07-17 09:38:33","SHORT","200","NZD/JPY","NZD/JPY","72.7686","200","2019-07-17 16:37:43","72.7157","-1.41","-2674.46","2019-07-17 09:38:33","200","72.9130","980.00"
"2019-07-11 10:02:34","SHORT","240","NZD/USD","NZD/USD","0.6695","240","2019-07-16 16:59:00","0.6708","-5.21","-9906.00","2019-07-11 10:02:34","240","0.6736","-3193.00"
"2019-07-16 10:10:14","SHORT","100","CAD/JPY","CAD/JPY","83.0070","100","2019-07-16 12:20:58","82.9106","-0.63","-1182.71","2019-07-16 10:10:14","100","83.1350","890.00"
"2019-07-15 14:03:25","SHORT","70","USD/CHF","USD/CHF","0.9852","70","2019-07-15 15:51:29","0.9846","-0.02","-32.00","2019-07-15 14:03:25","70","0.9852","449.00"
"2019-07-03 12:02:01","SHORT","100","CAD/CHF","CAD/CHF","0.7548","100","2019-07-12 11:14:10","0.7543","-3.50","-6403.38","2019-07-03 12:02:01","100","0.7612","516.00"
"2019-07-09 09:46:20","SHORT","50","EUR/AUD","EUR/AUD","1.6174","50","2019-07-10 13:40:19","1.6155","-1.07","-1980.50","2019-07-09 09:46:20","50","1.6231","658.00"
"2019-07-08 11:21:20","SHORT","100","USD/JPY","USD/JPY","108.6445","100","2019-07-10 11:25:41","108.4525","-1.65","-3056.41","2019-07-08 11:21:20","100","108.9760","1771.00"
"2019-07-02 14:35:25","SHORT","100","NZD/USD","NZD/USD","0.6673","100","2019-07-05 08:30:01","0.6652","-2.51","-4690.00","2019-07-02 14:35:25","100","0.6720","2126.00"
"2019-06-21 09:59:08","SHORT","130","CHF/JPY","CHF/JPY","109.6470","130","2019-07-02 09:27:47","109.4583","-7.92","-13954.50","2019-06-21 09:59:08","130","110.8110","2267.00"
"2019-06-26 10:11:52","SHORT","100","NZD/USD","NZD/USD","0.6682","100","2019-07-02 03:48:07","0.6663","-2.56","-4512.00","2019-06-26 10:11:52","100","0.6727","1916.00"
"2019-03-26 08:49:46","SHORT","130","AUD/NZD","AUD/NZD","1.0455","130","2019-06-26 07:25:00","1.0451","-11.17","-16726.90","2019-03-26 08:49:46","70","1.0729","351.00"
"2019-06-20 21:07:23","SHORT","100","NZD/USD","NZD/USD","0.6591","100","2019-06-21 09:21:55","0.6559","-0.77","-1341.00","2019-06-20 21:07:23","100","0.6604","3136.00"
"2019-06-20 11:43:03","SHORT","100","CHF/JPY","CHF/JPY","109.4775","100","2019-06-20 16:59:30","109.3150","n/a","","","","","1516.00"
"2019-06-14 11:00:23","SHORT","100","USD/CAD","USD/CAD","1.3368","100","2019-06-19 08:31:31","1.3347","n/a","","","","","1556.00"
"2019-06-12 16:34:46","SHORT","80","USD/CHF","USD/CHF","0.9956","80","2019-06-12 22:40:36","0.9937","-0.02","-41.86","2019-06-12 16:36:00","-80","0.9957","1567.00"
"2019-06-10 10:34:00","SHORT","70","CAD/CHF","CAD/CHF","0.7467","70","2019-06-12 16:32:42","0.7464","-1.07","-1899.61","2019-06-11 08:35:00","-70","0.7494","197.00"
"2019-06-07 12:06:15","SHORT","70","EUR/USD","EUR/USD","1.1327","70","2019-06-10 00:27:10","1.1307","-0.67","-1191.40","2019-06-07 14:02:00","-70","1.1344","1391.00"
"2019-06-03 10:26:07","SHORT","70","NZD/CAD","NZD/CAD","0.8857","70","2019-06-06 16:29:54","0.8846","-1.89","-3344.95","2019-06-05 08:35:00","-70","0.8920","565.00"
"2019-05-31 09:29:34","SHORT","70","EUR/AUD","EUR/AUD","1.6130","70","2019-05-31 10:20:16","1.6114","-0.08","-134.87","2019-05-31 09:35:00","-70","1.6132","739.00"
"2019-05-29 09:39:30","SHORT","40","USD/CAD","USD/CAD","1.3509","40","2019-05-30 09:51:09","1.3489","-0.64","-1099.60","2019-05-29 10:04:00","-40","1.3546","605.00"
"2019-05-28 12:45:16","SHORT","30","USD/CHF","USD/CHF","1.0095","30","2019-05-28 15:51:31","1.0075","-0.06","-100.07","2019-05-28 12:48:00","-30","1.0098","588.00"
"2019-05-17 15:22:37","SHORT","60","USD/JPY","USD/JPY","110.3097","60","2019-05-23 04:40:31","110.1140","-1.07","-1816.19","2019-05-21 13:06:00","-30","110.6730","1066.00"
"2019-05-22 09:56:38","SHORT","20","EUR/GBP","EUR/GBP","0.8839","20","2019-05-22 11:06:16","0.8813","-0.02","-26.10","2019-05-22 09:58:00","-20","0.8840","641.00"
"2019-05-21 23:48:07","SHORT","40","CAD/CHF","CAD/CHF","0.7545","40","2019-05-22 09:13:27","0.7525","-0.10","-167.74","2019-05-22 05:34:00","-40","0.7550","817.00"
"2019-05-21 16:17:34","SHORT","30","EUR/GBP","EUR/GBP","0.8787","30","2019-05-21 22:01:28","0.8779","-0.06","-102.25","2019-05-21 16:51:00","-30","0.8789","278.00"
"2019-05-20 14:35:04","SHORT","30","EUR/GBP","EUR/GBP","0.8775","30","2019-05-21 08:30:31","0.8756","-0.31","-526.72","2019-05-21 03:57:00","-30","0.8789","740.00"
"2019-04-30 12:52:09","SHORT","30","GBP/AUD","GBP/AUD","1.8497","30","2019-05-19 18:04:35","1.8467","-5.11","-7975.75","2019-05-05 21:01:00","-30","1.8883","623.00"
"2019-05-17 11:06:36","SHORT","30","EUR/AUD","EUR/AUD","1.6230","30","2019-05-19 18:04:12","1.6194","-0.39","-665.75","2019-05-17 15:07:00","-30","1.6262","750.00"
"2019-05-17 10:11:17","SHORT","30","USD/CAD","USD/CAD","1.3479","30","2019-05-17 10:55:50","1.3468","-0.13","-224.75","2019-05-17 10:16:00","-30","1.3489","247.00"
"2019-05-16 14:58:19","SHORT","30","USD/JPY","USD/JPY","109.8586","30","2019-05-17 01:25:02","109.6578","-0.28","-480.02","2019-05-16 21:03:00","-30","110.0340","549.00"
"2019-05-16 09:29:49","SHORT","30","CAD/CHF","CAD/CHF","0.7522","30","2019-05-16 14:00:04","0.7502","-0.15","-249.32","2019-05-16 10:47:00","-30","0.7530","581.00"
"2019-05-13 14:08:50","SHORT","30","USD/CAD","USD/CAD","1.3468","30","2019-05-15 10:49:43","1.3447","-0.34","-570.66","2019-05-15 08:35:00","-30","1.3494","468.00"
"2019-04-01 10:00:22","SHORT","70","CAD/CHF","CAD/CHF","0.7483","70","2019-05-13 10:26:19","0.7481","-7.03","-10480.70","2019-04-23 09:24:00","-70","0.7633","135.00"
"2019-05-07 12:22:50","SHORT","30","USD/CHF","USD/CHF","1.0216","30","2019-05-07 14:32:57","1.0196","-0.01","-16.77","2019-05-07 12:34:00","-30","1.0217","581.00"
"2019-05-02 15:03:28","SHORT","30","USD/CAD","USD/CAD","1.3471","30","2019-05-03 08:54:09","1.3451","-0.26","-412.44","2019-05-03 08:31:00","-30","1.3489","444.00"
"2019-04-23 16:11:51","SHORT","30","USD/CAD","USD/CAD","1.3432","30","2019-04-30 12:08:50","1.3423","-1.28","-1988.05","2019-04-24 10:02:00","-30","1.3521","220.00"
"2019-04-11 12:59:22","SHORT","50","USD/JPY","USD/JPY","111.5656","50","2019-04-25 10:30:50","111.4306","-2.47","-3743.35","2019-04-24 15:08:00","-50","112.4000","606.00"
"2019-04-15 12:30:31","SHORT","50","NZD/CAD","NZD/CAD","0.9041","50","2019-04-16 12:10:35","0.9021","-0.33","-536.56","2019-04-16 03:11:00","-50","0.9056","750.00"
"2019-04-08 10:11:16","SHORT","60","EUR/JPY","EUR/JPY","125.5088","60","2019-04-09 08:45:25","125.3018","-0.37","-595.20","2019-04-08 20:22:00","-60","125.6190","1118.00"
"2019-04-04 14:16:25","SHORT","50","USD/JPY","USD/JPY","111.5682","50","2019-04-07 22:36:21","111.3708","-0.71","-1148.30","2019-04-05 08:44:00","-50","111.8240","886.00"
"2019-04-03 09:54:37","SHORT","50","CHF/JPY","CHF/JPY","111.8479","50","2019-04-03 16:04:55","111.7203","-0.12","-206.63","2019-04-03 10:10:00","-50","111.8940","572.00"
"2019-03-29 08:57:09","SHORT","50","CAD/CHF","CAD/CHF","0.7458","50","2019-04-01 08:30:01","0.7438","-0.29","-493.82","2019-03-29 11:39:00","-50","0.7468","1011.00"
"2019-03-28 14:37:33","SHORT","50","USD/CAD","USD/CAD","1.3443","50","2019-03-29 04:58:33","1.3424","-0.17","-289.77","2019-03-28 15:19:00","-50","1.3451","717.00"
"2019-03-28 09:14:43","SHORT","50","USD/CHF","USD/CHF","0.9970","50","2019-03-28 11:52:10","0.9952","-0.10","-170.83","2019-03-28 09:46:00","-50","0.9973","925.00"
"2019-03-27 14:39:00","SHORT","50","GBP/CHF","GBP/CHF","1.3177","50","2019-03-27 16:48:36","1.3156","-0.87","-1421.75","2019-03-27 15:12:00","-50","1.3205","1056.00"
"2019-03-27 11:24:52","SHORT","30","GBP/AUD","GBP/AUD","1.8685","30","2019-03-27 12:05:14","1.8656","-0.12","-203.26","2019-03-27 11:49:00","-30","1.8695","620.00"
