"Open Time ET","Side","Qty Open","Symbol","Descrip","Avg Price Open","Qty Closed","Closed Time ET","Avg Price Closed","DD as %","DD $","DD Time ET","DD Quant","DD Worst Price","Trade P/L"
"2020-02-25 09:16:07","SHORT","150","GBP/AUD","GBP/AUD","1.9692","150","2020-02-25 21:37:51","1.9678","-1.05","-3915.82","2020-02-25 20:59:00","150","1.9732","1457.00"
"2020-02-24 18:45:11","SHORT","250","EUR/CAD","EUR/CAD","1.4425","250","2020-02-25 06:33:27","1.4405","-0.89","-3298.68","2020-02-25 04:23:00","250","1.4442","3652.00"
"2020-02-12 14:58:33","SHORT","200","CAD/CHF","CAD/CHF","0.7378","200","2020-02-24 12:01:54","0.7359","-3.91","-13578.10","2020-02-19 00:00:00","200","0.7444","3738.00"
"2020-01-31 10:31:52","SHORT","200","USD/CAD","USD/CAD","1.3230","200","2020-02-21 12:21:11","1.3210","-4.50","-14892.80","2020-02-10 00:00:00","200","1.3330","3006.00"
"2020-02-19 15:17:48","SHORT","100","CHF/JPY","CHF/JPY","113.2693","100","2020-02-19 18:46:29","113.0880","-0.09","-302.41","2020-02-19 15:18:00","100","113.3030","1630.00"
"2020-02-13 09:32:27","SHORT","100","GBP/CHF","GBP/CHF","1.2745","100","2020-02-19 09:27:16","1.2740","-2.16","-7671.26","2020-02-18 00:00:00","100","1.2820","524.00"
"2020-02-12 10:00:37","SHORT","200","CAD/JPY","CAD/JPY","83.0227","200","2020-02-13 01:17:15","82.8290","-0.50","-1767.85","2020-02-12 12:17:00","200","83.1200","3528.00"
"2020-02-10 12:50:48","SHORT","150","AUD/NZD","AUD/NZD","1.0453","150","2020-02-11 20:49:20","1.0414","-1.50","-5032.70","2020-02-11 00:00:00","150","1.0505","3772.00"
"2020-02-11 12:45:25","LONG","150","NZD/USD","NZD/USD","0.6403","150","2020-02-11 12:45:56","0.6403","0.00","0.00","2020-02-11 12:45:25","","0.0000","20.00"
"2020-02-11 12:42:38","SHORT","150","NZD/USD","NZD/USD","0.6403","150","2020-02-11 12:45:14","0.6402","-0.11","-387.00","2020-02-11 12:43:00","150","0.6405","156.00"
"2020-02-11 12:41:55","LONG","150","NZD/USD","NZD/USD","0.6405","150","2020-02-11 12:42:27","0.6404","-0.15","-526.50","2020-02-11 12:42:00","150","0.6402","-179.00"
"2020-02-11 11:21:32","SHORT","150","NZD/USD","NZD/USD","0.6409","150","2020-02-11 12:41:50","0.6403","-0.03","-91.50","2020-02-11 11:22:00","150","0.6410","906.00"
"2020-01-26 22:31:14","SHORT","200","EUR/AUD","EUR/AUD","1.6243","200","2020-02-11 01:01:05","1.6244","-14.16","-46766.80","2020-01-31 00:00:00","200","1.6593","-130.00"
"2020-02-04 14:11:31","SHORT","100","CHF/JPY","CHF/JPY","112.9257","100","2020-02-05 05:50:51","112.7403","-0.48","-1564.19","2020-02-05 03:44:00","100","113.0970","1691.00"
"2020-02-04 14:04:27","LONG","100","CHF/JPY","CHF/JPY","112.9201","100","2020-02-04 14:11:31","112.9317","-0.03","-92.15","2020-02-04 14:05:00","100","112.9100","106.00"
"2020-01-31 10:15:53","LONG","1","CHF/JPY","CHF/JPY","112.4579","1","2020-01-31 10:17:14","112.4430","-0.00","-1.47","2020-01-31 10:17:00","1","112.4420","-1.00"
