"Open Time E T","Side","Qty Open","Symbol","Description","Avg Price Open","Qty Closed","Closed Time E T","Avg Price Closed","D D As Pcnt","D D As Dlr","Drawdown Time E T","D D Quant","D D Worst Price","Trade P L","Equity"
"2020-03-03 13:51:50","SHORT",100,"AUDCAD","AUDCAD",0.8825,100,"2020-03-03 17:00:23",0.8806,-0.1,-404,"2020-03-03 14:43:00",100,0.883,1485,401584
"2020-03-03 10:38:35","SHORT",100,"AUDCAD","AUDCAD",0.8847,100,"2020-03-03 11:11:44",0.8822,-0.11,-448,"2020-03-03 10:43:00",100,0.8853,1931,400099
"2020-03-02 08:59:08","SHORT",100,"USDCAD","USDCAD",1.3379,100,"2020-03-03 10:05:54",1.3329,-0.29,-1142,"2020-03-02 11:03:00",100,1.3394,3741,398168
"2020-02-27 11:12:34","SHORT",150,"USDCAD","USDCAD",1.3358,150,"2020-03-01 22:11:57",1.3337,-3.01,-11819,"2020-02-28 00:00:00",150,1.3464,2410,394427
"2020-02-25 09:16:07","SHORT",150,"GBPAUD","GBPAUD",1.9692,150,"2020-02-25 21:37:51",1.9678,-1.01,-3941,"2020-02-25 20:59:00",150,1.9732,1457,392017
"2020-02-24 18:45:11","SHORT",250,"EURCAD","EURCAD",1.4425,250,"2020-02-25 06:33:27",1.4405,-0.87,-3380,"2020-02-25 04:23:00",250,1.4442,3652,390560
"2020-02-12 14:58:33","SHORT",200,"CADCHF","CADCHF",0.7378,200,"2020-02-24 12:01:54",0.7359,-3.54,-13583,"2020-02-19 00:00:00",200,0.7444,3738,386908
"2020-01-31 10:31:52","SHORT",200,"USDCAD","USDCAD",1.323,200,"2020-02-21 12:21:11",1.321,-3.91,-14878,"2020-02-10 00:00:00",200,1.333,3006,383170
"2020-02-19 15:17:48","SHORT",100,"CHFJPY","CHFJPY",113.2693,100,"2020-02-19 18:46:29",113.088,-0.08,-302,"2020-02-19 15:18:00",100,113.303,1630,380164
"2020-02-13 09:32:27","SHORT",100,"GBPCHF","GBPCHF",1.2745,100,"2020-02-19 09:27:16",1.274,-2.04,-7712,"2020-02-18 00:00:00",100,1.282,524,378534
"2020-02-12 10:00:37","SHORT",200,"CADJPY","CADJPY",83.0227,200,"2020-02-13 01:17:15",82.829,-0.47,-1775,"2020-02-12 12:17:00",200,83.12,3528,378010
"2020-02-10 12:50:48","SHORT",150,"AUDNZD","AUDNZD",1.0453,150,"2020-02-11 20:49:20",1.0414,-1.4,-5203,"2020-02-11 00:00:00",150,1.0505,3772,374482
"2020-02-11 12:45:25","LONG",150,"NZDUSD","NZDUSD",0.6403,150,"2020-02-11 12:45:56",0.6403,0,0,"2020-02-11 12:45:25",150,0,20,370710
"2020-02-11 12:42:38","SHORT",150,"NZDUSD","NZDUSD",0.6403,150,"2020-02-11 12:45:14",0.6402,-0.1,-387,"2020-02-11 12:43:00",150,0.6406,156,370690
"2020-02-11 12:41:55","LONG",150,"NZDUSD","NZDUSD",0.6405,150,"2020-02-11 12:42:27",0.6404,-0.14,-527,"2020-02-11 12:42:00",150,0.6402,-179,370534
"2020-02-11 11:21:32","SHORT",150,"NZDUSD","NZDUSD",0.6409,150,"2020-02-11 12:41:50",0.6403,-0.02,-91,"2020-02-11 11:22:00",150,0.641,906,370713
"2020-01-26 22:31:14","SHORT",200,"EURAUD","EURAUD",1.6243,200,"2020-02-11 01:01:05",1.6244,-12.68,-46925,"2020-01-31 00:00:00",200,1.6593,-130,369807
"2020-02-04 14:11:31","SHORT",100,"CHFJPY","CHFJPY",112.9257,100,"2020-02-05 05:50:51",112.7403,-0.42,-1537,"2020-02-05 03:44:00",100,113.097,1691,369937
"2020-02-04 14:04:27","LONG",100,"CHFJPY","CHFJPY",112.9201,100,"2020-02-04 14:11:31",112.9317,-0.02,-91,"2020-02-04 14:05:00",100,112.91,106,368246
"2020-01-31 10:15:53","LONG",1,"CHFJPY","CHFJPY",112.4579,1,"2020-01-31 10:17:14",112.443,0,-1,"2020-01-31 10:17:00",1,112.442,-1,368140
"2020-01-31 10:01:04","SHORT",1,"CHFJPY","CHFJPY",112.5483,1,"2020-01-31 10:15:53",112.4579,0,-2,"2020-01-31 10:02:00",1,112.57,8,368141
"2020-01-31 09:16:35","LONG",600,"GBPAUD","GBPAUD",1.962,600,"2020-01-31 09:18:11",1.962,-0.7,-2571,"2020-01-31 09:17:00",300,1.9608,-366,368133
"2020-01-31 09:13:48","SHORT",300,"GBPAUD","GBPAUD",1.9611,300,"2020-01-31 09:16:28",1.9611,-0.19,-702,"2020-01-31 09:14:00",300,1.9614,-16,368499
"2020-01-29 14:29:22","SHORT",200,"USDCAD","USDCAD",1.3199,200,"2020-01-30 16:01:17",1.3192,-1.16,-4250,"2020-01-30 00:00:00",200,1.3227,1028,368515
"2020-01-30 09:37:54","SHORT",100,"GBPCAD","GBPCAD",1.7292,100,"2020-01-30 15:47:54",1.7276,-0.88,-3236,"2020-01-30 11:10:00",100,1.7335,1221,367487
"2020-01-27 09:43:16","SHORT",100,"USDCAD","USDCAD",1.319,100,"2020-01-28 14:21:21",1.3171,-0.34,-1228,"2020-01-28 00:00:00",100,1.3206,1453,366266
"2020-01-26 18:12:36","SHORT",125,"CHFJPY","CHFJPY",112.2187,125,"2020-01-26 18:12:59",112.2693,0,0,"2020-01-26 18:12:59",0,112.2693,-581,364813
"2020-01-26 18:12:02","LONG",125,"CHFJPY","CHFJPY",112.2642,125,"2020-01-26 18:12:31",112.2329,0,0,"2020-01-26 18:12:31",0,112.2329,-360,365394
"2020-01-08 09:49:36","SHORT",125,"CHFJPY","CHFJPY",112.1573,125,"2020-01-26 18:11:53",112.2657,-6.73,-24705,"2020-01-16 00:00:00",125,114.385,-1245,365754
"2020-01-23 14:56:46","SHORT",75,"CADCHF","CADCHF",0.7385,75,"2020-01-26 18:11:45",0.7374,-0.22,-811,"2020-01-24 00:00:00",75,0.7395,790,366999
"2020-01-22 09:41:50","SHORT",50,"GBPUSD","GBPUSD",1.3138,50,"2020-01-23 09:39:34",1.311,-0.18,-666,"2020-01-23 00:00:00",50,1.3151,1385,366209
"2020-01-16 10:47:46","SHORT",100,"USDJPY","USDJPY",110.1013,100,"2020-01-21 13:37:00",109.7995,-0.47,-1711,"2020-01-16 19:55:00",100,110.29,2749,364824
"2020-01-16 13:54:59","SHORT",50,"GBPAUD","GBPAUD",1.8958,50,"2020-01-17 02:22:35",1.8941,-0.21,-750,"2020-01-16 20:41:00",50,1.898,574,362075
"2020-01-16 11:48:33","LONG",300,"EURUSD","EURUSD",1.1132,300,"2020-01-16 11:49:06",1.1132,-0.09,-314,"2020-01-16 11:49:00",300,1.1131,163,361501
"2020-01-15 10:08:03","SHORT",100,"EURUSD","EURUSD",1.1147,100,"2020-01-16 11:48:33",1.1131,-0.71,-2567,"2020-01-16 00:00:00",100,1.1173,1560,361338
"2020-01-13 19:12:15","SHORT",100,"USDJPY","USDJPY",110.1001,100,"2020-01-15 09:01:15",109.8207,-0.29,-1034,"2020-01-13 19:56:00",100,110.214,2542,359778
"2020-01-07 20:48:56","SHORT",100,"EURAUD","EURAUD",1.6248,100,"2020-01-07 21:38:21",1.6229,-0.1,-361,"2020-01-07 20:59:00",100,1.6253,1254,357236
"2020-01-06 11:51:27","SHORT",100,"CHFJPY","CHFJPY",111.8537,100,"2020-01-07 09:56:11",111.5892,-0.4,-1425,"2020-01-06 16:50:00",100,112.011,2438,355982
"2020-01-06 13:45:30","SHORT",100,"EURUSD","EURUSD",1.1197,100,"2020-01-07 02:01:20",1.118,-0.05,-163,"2020-01-06 16:46:00",100,1.1199,1756,353544
"2020-01-03 12:54:34","SHORT",100,"EURUSD","EURUSD",1.1172,100,"2020-01-03 16:52:34",1.1154,-0.03,-110,"2020-01-03 13:10:00",100,1.1173,1795,351788
"2019-12-11 16:16:59","SHORT",200,"AUDJPY","AUDJPY",74.9996,200,"2020-01-03 04:03:59",75.0112,-8.01,-28041,"2019-12-27 00:00:00",200,76.543,-215,349993
"2019-12-27 10:16:48","SHORT",100,"AUDUSD","AUDUSD",0.6973,100,"2020-01-03 02:48:13",0.6953,-1.67,-5816,"2019-12-31 00:00:00",100,0.7032,1990,350208
"2019-12-19 13:34:25","SHORT",100,"NZDCAD","NZDCAD",0.867,100,"2020-01-02 22:43:50",0.8673,-2.83,-9868,"2019-12-30 00:00:00",100,0.88,-226,348218
"2019-12-31 10:45:18","SHORT",50,"NZDUSD","NZDUSD",0.6745,50,"2020-01-02 09:10:43",0.6697,-0.09,-308,"2019-12-31 10:57:00",50,0.6752,2402,348444
"2019-12-27 14:54:33","SHORT",100,"CHFJPY","CHFJPY",112.4409,100,"2019-12-27 16:30:48",112.3968,-0.07,-253,"2019-12-27 15:00:00",100,112.469,403,346042
"2019-12-26 12:57:46","SHORT",100,"USDJPY","USDJPY",109.6416,100,"2019-12-26 19:51:24",109.4447,-0.06,-195,"2019-12-26 15:00:00",100,109.663,1798,345639
"2019-12-19 12:33:04","SHORT",100,"CADJPY","CADJPY",83.2398,100,"2019-12-19 12:33:47",83.2467,0,0,"2019-12-19 12:33:47",0,83.2467,-63,343841
"2019-12-19 12:32:43","LONG",100,"CADJPY","CADJPY",83.241,100,"2019-12-19 12:33:03",83.2387,-0.03,-91,"2019-12-19 12:33:00",100,83.231,-21,343904
"2019-12-18 10:35:44","SHORT",100,"CADJPY","CADJPY",83.4459,100,"2019-12-19 12:32:43",83.2399,-0.51,-1744,"2019-12-18 11:25:00",100,83.639,1885,343925
"2019-12-03 14:17:39","SHORT",350,"GBPUSD","GBPUSD",1.3025,350,"2019-12-19 08:26:14",1.3012,-27.97,-94408,"2019-12-13 00:00:00",200,1.3515,4513,342040
"2019-12-17 15:04:43","SHORT",100,"CHFJPY","CHFJPY",111.6685,100,"2019-12-18 03:15:01",111.4855,-0.32,-1058,"2019-12-17 18:31:00",100,111.785,1672,337527
"2019-12-17 10:39:02","SHORT",100,"CHFJPY","CHFJPY",111.7082,100,"2019-12-17 11:42:46",111.6301,-0.27,-906,"2019-12-17 10:59:00",100,111.808,713,335855
"2019-12-12 14:19:20","SHORT",80,"USDCHF","USDCHF",0.9863,80,"2019-12-12 16:59:45",0.9854,-0.22,-746,"2019-12-12 14:31:00",80,0.9873,765,335142
"2019-12-10 15:13:56","SHORT",100,"CHFJPY","CHFJPY",110.5199,100,"2019-12-11 05:22:49",110.3374,-0.13,-437,"2019-12-10 18:23:00",100,110.568,1679,334377
"2019-12-09 21:04:26","SHORT",150,"NZDUSD","NZDUSD",0.6558,150,"2019-12-10 09:52:22",0.654,-0.44,-1446,"2019-12-09 21:23:00",150,0.6568,2757,332698
"2019-12-06 13:53:01","SHORT",150,"USDCAD","USDCAD",1.3259,150,"2019-12-09 09:50:17",1.3238,-0.23,-754,"2019-12-06 15:11:00",150,1.3265,2276,329941
"2019-12-02 11:18:17","SHORT",250,"CHFJPY","CHFJPY",109.9163,250,"2019-12-06 09:10:33",109.8999,-2.28,-7475,"2019-12-05 00:00:00",250,110.244,376,327665
"2019-12-03 10:29:30","SHORT",250,"AUDCAD","AUDCAD",0.9108,250,"2019-12-03 10:42:11",0.9094,-0.05,-156,"2019-12-03 10:30:00",250,0.9109,2698,327289
"2019-11-26 14:22:43","SHORT",200,"CADJPY","CADJPY",82.1229,200,"2019-12-02 10:56:44",82.0275,-2.71,-8756,"2019-12-02 03:43:00",200,82.601,1748,324591
"2019-11-22 11:00:19","SHORT",200,"USDCHF","USDCHF",0.996,200,"2019-12-02 10:00:58",0.9942,-3.95,-12625,"2019-11-29 00:00:00",200,1.0023,3609,322843
"2019-12-01 20:29:36","SHORT",200,"USDJPY","USDJPY",109.68,200,"2019-12-02 10:00:00",109.4562,-0.27,-856,"2019-12-01 21:27:00",200,109.727,4095,319234
"2019-11-29 14:23:45","SHORT",100,"GBPAUD","GBPAUD",1.9115,100,"2019-12-01 20:21:20",1.9079,-0.37,-1166,"2019-11-29 16:56:00",100,1.9132,2445,315139
"2019-11-27 16:12:54","SHORT",100,"USDJPY","USDJPY",109.5384,100,"2019-11-29 13:00:55",109.4124,-0.38,-1191,"2019-11-29 08:14:00",100,109.669,1150,312694
"2019-11-15 11:36:53","SHORT",200,"EURUSD","EURUSD",1.1046,200,"2019-11-22 09:46:34",1.1045,-3.28,-10228,"2019-11-21 00:00:00",200,1.1097,48,311544
"2019-11-20 09:46:18","SHORT",235,"USDCHF","USDCHF",0.9929,235,"2019-11-20 12:58:33",0.9909,-0.49,-1500,"2019-11-20 10:38:00",235,0.9935,4754,311496
"2019-11-19 10:02:29","SHORT",230,"AUDCHF","AUDCHF",0.6764,230,"2019-11-19 21:12:23",0.6752,-0.61,-1863,"2019-11-19 11:40:00",230,0.6772,2745,306742
"2019-11-12 15:43:31","SHORT",100,"USDCAD","USDCAD",1.3235,100,"2019-11-15 11:04:23",1.3222,-0.87,-2646,"2019-11-14 00:00:00",100,1.3271,1038,303997
"2019-11-14 12:49:43","SHORT",100,"EURAUD","EURAUD",1.6247,100,"2019-11-14 20:08:39",1.6219,-0.33,-982,"2019-11-14 13:59:00",100,1.6261,1875,302959
"2019-11-13 10:26:26","SHORT",200,"NZDUSD","NZDUSD",0.6402,200,"2019-11-14 08:57:11",0.638,-1.14,-3384,"2019-11-13 19:08:00",200,0.6419,4258,301084
"2019-08-26 09:05:04","SHORT",200,"AUDNZD","AUDNZD",1.0664,200,"2019-11-13 09:07:28",1.0665,-8.88,-26383,"2019-11-07 00:00:00",200,1.0866,-131,296826
"2019-11-08 13:37:08","SHORT",100,"USDCHF","USDCHF",0.9973,100,"2019-11-11 09:15:06",0.9935,-0.19,-556,"2019-11-08 15:33:00",100,0.9979,3856,296957
"2019-11-07 11:21:43","SHORT",100,"USDJPY","USDJPY",109.287,100,"2019-11-08 11:23:15",109.0885,-0.63,-1836,"2019-11-07 13:02:00",100,109.488,1818,293101
"2019-11-06 14:33:05","SHORT",200,"USDCAD","USDCAD",1.3182,200,"2019-11-07 10:01:33",1.3169,-0.79,-2287,"2019-11-06 22:22:00",200,1.3197,2048,291283
"2019-11-05 12:57:52","SHORT",200,"USDJPY","USDJPY",109.1228,200,"2019-11-06 01:41:46",108.9189,-0.78,-2219,"2019-11-05 15:02:00",200,109.244,3741,289235
"2019-11-05 10:55:33","SHORT",200,"CADJPY","CADJPY",82.9512,200,"2019-11-05 11:50:52",82.825,-0.2,-557,"2019-11-05 11:07:00",200,82.982,2314,285494
"2019-11-04 11:01:46","SHORT",100,"CHFJPY","CHFJPY",110.038,100,"2019-11-04 16:41:22",109.9257,-0.07,-201,"2019-11-04 13:03:00",100,110.06,1034,283180
"2019-11-01 13:55:21","SHORT",100,"AUDJPY","AUDJPY",74.8392,100,"2019-11-01 15:20:32",74.7375,-0.03,-74,"2019-11-01 13:56:00",100,74.847,940,282146
"2019-10-10 11:10:54","SHORT",200,"USDJPY","USDJPY",107.9367,200,"2019-10-31 13:31:33",107.9339,-8.78,-24693,"2019-10-30 00:00:00",200,109.286,52,281206
"2019-10-24 16:44:38","SHORT",150,"CADCHF","CADCHF",0.7598,150,"2019-10-30 10:01:08",0.7566,-2.13,-5900,"2019-10-28 00:00:00",150,0.7638,4772,281154
"2019-10-16 15:00:19","SHORT",100,"CHFJPY","CHFJPY",109.3055,100,"2019-10-25 10:55:02",109.2955,-3.58,-9899,"2019-10-21 00:00:00",100,110.394,93,276382
"2019-10-09 12:59:13","SHORT",100,"USDJPY","USDJPY",107.5642,100,"2019-10-09 18:20:07",107.3586,-0.22,-593,"2019-10-09 13:01:00",100,107.628,1916,276289
"2019-10-07 15:14:13","SHORT",200,"EURJPY","EURJPY",117.7366,200,"2019-10-08 05:30:21",117.6762,-1.64,-4473,"2019-10-08 02:03:00",200,117.97,1129,274373
"2019-10-03 09:10:12","SHORT",200,"NZDUSD","NZDUSD",0.6284,200,"2019-10-07 06:27:55",0.6285,-3.82,-10436,"2019-10-04 00:00:00",200,0.6337,-190,273244
"2019-10-02 09:21:56","SHORT",200,"EURAUD","EURAUD",1.6344,200,"2019-10-02 21:21:31",1.6326,-1.24,-3364,"2019-10-02 09:47:00",200,1.6368,2352,273434
"2019-10-01 13:41:11","SHORT",200,"EURAUD","EURAUD",1.6308,200,"2019-10-01 19:49:23",1.6292,-0.74,-1994,"2019-10-01 14:10:00",200,1.6322,2130,271082
"2019-09-30 10:03:19","SHORT",200,"USDCHF","USDCHF",0.9963,200,"2019-10-01 11:03:46",0.9961,-4.03,-10818,"2019-10-01 00:00:00",200,1.0017,397,268952
"2019-09-27 09:22:30","SHORT",200,"USDJPY","USDJPY",108.1195,200,"2019-09-27 12:36:44",107.9312,-0.43,-1138,"2019-09-27 10:50:00",200,108.181,3489,268555
"2019-09-26 12:47:06","SHORT",80,"USDJPY","USDJPY",107.8699,80,"2019-09-26 20:39:19",107.6753,-0.25,-660,"2019-09-26 15:36:00",80,107.959,1446,265066
"2019-09-04 10:19:36","SHORT",162,"CHFJPY","CHFJPY",108.1734,162,"2019-09-26 06:09:53",108.1831,-7.97,-21020,"2019-09-13 00:00:00",162,109.582,-146,263620
"2019-09-25 16:59:46","SHORT",160,"USDCHF","USDCHF",0.9916,160,"2019-09-25 23:28:31",0.9907,-0.41,-1063,"2019-09-25 17:00:00",160,0.9923,1496,263766
"2019-09-24 20:24:17","SHORT",60,"GBPAUD","GBPAUD",1.8369,60,"2019-09-25 11:38:23",1.8318,-0.65,-1702,"2019-09-25 00:00:00",60,1.8409,2050,262270
"2019-09-19 15:20:03","SHORT",80,"GBPAUD","GBPAUD",1.8429,80,"2019-09-23 09:15:33",1.8341,-1.53,-3916,"2019-09-20 00:00:00",80,1.8498,4766,260220
"2019-09-18 17:19:16","SHORT",50,"USDJPY","USDJPY",108.4099,50,"2019-09-18 23:48:50",107.8304,-0.12,-295,"2019-09-18 20:03:00",50,108.474,2686,255454
"2019-09-18 12:53:53","SHORT",50,"EURCAD","EURCAD",1.469,50,"2019-09-18 14:42:31",1.4667,-0.06,-147,"2019-09-18 13:54:00",50,1.4694,864,252768
"2019-09-11 09:44:08","SHORT",100,"CADCHF","CADCHF",0.7553,100,"2019-09-11 11:40:36",0.7533,-0.07,-175,"2019-09-11 09:51:00",100,0.7555,2017,251904
"2019-08-30 07:26:29","SHORT",125,"USDCHF","USDCHF",0.9889,125,"2019-09-03 10:03:31",0.987,-1.92,-4764,"2019-09-03 03:01:00",125,0.9927,2365,249887
"2019-08-29 13:39:49","SHORT",120,"CADJPY","CADJPY",80.1738,120,"2019-08-30 01:03:00",79.9765,-0.31,-767,"2019-08-29 14:13:00",120,80.242,2226,247522
"2019-08-27 09:45:48","SHORT",122,"CADCHF","CADCHF",0.7422,122,"2019-08-27 10:53:38",0.7403,-0.22,-534,"2019-08-27 10:11:00",122,0.7427,2342,245296
"2019-08-23 13:57:18","SHORT",100,"EURAUD","EURAUD",1.6503,100,"2019-08-26 02:56:16",1.6482,-1.95,-4713,"2019-08-26 01:11:00",100,1.6572,1397,242954
"2019-08-16 14:08:19","SHORT",100,"AUDNZD","AUDNZD",1.0549,100,"2019-08-23 11:44:17",1.0548,-1.87,-4517,"2019-08-22 00:00:00",100,1.0616,66,241557
"2019-08-22 09:47:15","SHORT",200,"CADCHF","CADCHF",0.7399,200,"2019-08-23 08:25:57",0.7382,-1.49,-3540,"2019-08-23 00:00:00",200,0.7417,3557,241491
"2019-08-21 09:46:02","SHORT",100,"CADCHF","CADCHF",0.7396,100,"2019-08-22 02:19:17",0.7376,-0.09,-215,"2019-08-21 09:53:00",100,0.7398,2065,237934
"2019-08-15 10:25:55","SHORT",200,"USDCAD","USDCAD",1.3321,200,"2019-08-16 02:24:16",1.33,-1.2,-2784,"2019-08-15 10:25:55",200,1.3339,3045,235869
"2019-08-14 10:37:38","SHORT",100,"USDCAD","USDCAD",1.3309,100,"2019-08-15 02:23:12",1.3297,-0.54,-1252,"2019-08-14 10:37:38",100,1.3326,917,232824
"2019-08-13 11:20:34","SHORT",200,"AUDNZD","AUDNZD",1.0521,200,"2019-08-14 06:53:36",1.0502,-1.14,-2626,"2019-08-14 06:53:00",200,1.0501,2321,231907
"2019-08-12 11:01:33","SHORT",100,"EURAUD","EURAUD",1.6596,100,"2019-08-12 21:13:18",1.6577,-0.72,-1641,"2019-08-12 11:01:33",100,1.662,1292,229586
"2019-08-08 09:25:32","SHORT",150,"AUDNZD","AUDNZD",1.051,150,"2019-08-08 17:03:25",1.05,-0.66,-1494,"2019-08-08 17:03:00",150,1.0496,1020,228294
"2019-08-06 15:13:11","SHORT",200,"USDCAD","USDCAD",1.3277,200,"2019-08-08 11:12:53",1.3257,-4.55,-10217,"2019-08-06 15:13:11",200,1.3345,2965,227274
"2019-08-05 09:07:45","SHORT",200,"EURAUD","EURAUD",1.6514,200,"2019-08-06 09:24:46",1.6471,-7,-15295,"2019-08-05 09:07:45",200,1.6627,5813,224309
"2019-08-02 10:47:44","SHORT",200,"USDCAD","USDCAD",1.3236,200,"2019-08-02 11:49:01",1.3216,-0.47,-1015,"2019-08-02 10:47:44",200,1.3242,2904,218496
"2019-08-02 09:27:18","SHORT",100,"EURAUD","EURAUD",1.6361,100,"2019-08-02 09:57:59",1.634,-0.37,-796,"2019-08-02 09:27:18",100,1.6372,1405,215592
"2019-08-01 16:11:51","SHORT",100,"EURAUD","EURAUD",1.6302,100,"2019-08-01 22:44:08",1.6269,-0.3,-641,"2019-08-01 16:11:51",100,1.6311,2286,214187
"2019-07-31 23:49:57","SHORT",200,"USDCHF","USDCHF",0.9969,200,"2019-08-01 09:47:33",0.9949,-0.69,-1443,"2019-07-31 23:49:57",200,0.9976,4030,211901
"2019-07-28 21:36:26","SHORT",150,"EURAUD","EURAUD",1.615,150,"2019-07-31 21:36:30",1.6136,-2.75,-5679,"2019-07-28 21:36:26",100,1.6232,1395,207871
"2019-07-22 10:46:54","SHORT",150,"USDCAD","USDCAD",1.3125,150,"2019-07-31 09:07:23",1.3124,-2.72,-5617,"2019-07-22 10:46:54",100,1.3199,172,206476
"2019-07-25 15:00:26","SHORT",100,"USDJPY","USDJPY",108.7242,100,"2019-07-28 20:32:15",108.5212,-0.47,-954,"2019-07-25 15:00:26",100,108.828,1871,206304
"2019-07-18 09:11:46","SHORT",200,"NZDUSD","NZDUSD",0.6739,200,"2019-07-22 22:31:27",0.6738,-5,-10219,"2019-07-18 09:11:46",200,0.6791,178,204433
"2019-07-17 09:38:33","SHORT",200,"NZDJPY","NZDJPY",72.7686,200,"2019-07-17 16:37:43",72.7157,-1.31,-2656,"2019-07-17 09:38:33",200,72.913,980,204255
"2019-07-11 10:02:34","SHORT",240,"NZDUSD","NZDUSD",0.6695,240,"2019-07-16 16:59:00",0.6708,-1.99,-4110,"2019-07-11 10:02:34",100,0.6736,-3193,203275
"2019-07-16 10:10:14","SHORT",100,"CADJPY","CADJPY",83.007,100,"2019-07-16 12:20:58",82.9106,-0.56,-1142,"2019-07-16 10:10:14",100,83.135,890,206468
"2019-07-15 14:03:25","SHORT",70,"USDCHF","USDCHF",0.9852,70,"2019-07-15 15:51:29",0.9846,-0.02,-32,"2019-07-15 14:03:25",70,0.9852,449,205578
"2019-07-03 12:02:01","SHORT",100,"CADCHF","CADCHF",0.7548,100,"2019-07-12 11:14:10",0.7543,-3.03,-6198,"2019-07-03 12:02:01",100,0.7612,516,205129
"2019-07-09 09:46:20","SHORT",50,"EURAUD","EURAUD",1.6174,50,"2019-07-10 13:40:19",1.6155,-0.97,-1983,"2019-07-09 09:46:20",50,1.6231,658,204613
"2019-07-08 11:21:20","SHORT",100,"USDJPY","USDJPY",108.6445,100,"2019-07-10 11:25:41",108.4525,-1.5,-3042,"2019-07-08 11:21:20",100,108.976,1771,203955
"2019-07-02 14:35:25","SHORT",100,"NZDUSD","NZDUSD",0.6673,100,"2019-07-05 08:30:01",0.6652,-2.32,-4642,"2019-07-02 14:35:25",100,0.672,2126,202184
"2019-06-21 09:59:08","SHORT",130,"CHFJPY","CHFJPY",109.647,130,"2019-07-02 09:27:47",109.4583,-5.34,-10571,"2019-06-21 09:59:08",100,110.811,2267,200058
"2019-06-26 10:11:52","SHORT",100,"NZDUSD","NZDUSD",0.6682,100,"2019-07-02 03:48:07",0.6663,-2.28,-4469,"2019-06-26 10:11:52",100,0.6727,1916,197791
"2019-03-26 08:49:46","SHORT",130,"AUDNZD","AUDNZD",1.0455,130,"2019-06-26 07:25:00",1.0451,-4.64,-9064,"2019-03-26 08:49:46",50,1.0729,351,195875
"2019-06-20 21:07:23","SHORT",100,"NZDUSD","NZDUSD",0.6591,100,"2019-06-21 09:21:55",0.6559,-0.69,-1332,"2019-06-20 21:07:23",100,0.6604,3136,195524
"2019-06-20 11:43:03","SHORT",100,"CHFJPY","CHFJPY",109.4776,100,"2019-06-20 16:59:30",109.315,0,0,"2000-01-01 00:00:00",0,0,1516,192388
"2019-06-14 11:00:23","SHORT",100,"USDCAD","USDCAD",1.3368,100,"2019-06-19 08:31:31",1.3347,0,0,"2000-01-01 00:00:00",0,0,1556,190872
"2019-06-12 16:34:46","SHORT",80,"USDCHF","USDCHF",0.9956,80,"2019-06-12 22:40:36",0.9937,-0.02,-42,"2019-06-12 16:36:00",80,0.9957,1567,189316
"2019-06-10 10:34:00","SHORT",70,"CADCHF","CADCHF",0.7467,70,"2019-06-12 16:32:42",0.7464,-1,-1871,"2019-06-11 08:35:00",70,0.7494,197,187749
"2019-06-07 12:06:15","SHORT",70,"EURUSD","EURUSD",1.1327,70,"2019-06-10 00:27:10",1.1307,-0.64,-1188,"2019-06-07 14:02:00",70,1.1344,1391,187552
"2019-06-03 10:26:07","SHORT",70,"NZDCAD","NZDCAD",0.8857,70,"2019-06-06 16:29:54",0.8846,-1.85,-3432,"2019-06-05 08:35:00",70,0.892,565,186161
"2019-05-31 09:29:34","SHORT",70,"EURAUD","EURAUD",1.613,70,"2019-05-31 10:20:16",1.6114,-0.07,-137,"2019-05-31 09:35:00",70,1.6132,739,185596
"2019-05-29 09:39:30","SHORT",40,"USDCAD","USDCAD",1.3509,40,"2019-05-30 09:51:09",1.3489,-0.59,-1095,"2019-05-29 10:04:00",40,1.3546,605,184857
"2019-05-28 12:45:16","SHORT",30,"USDCHF","USDCHF",1.0095,30,"2019-05-28 15:51:31",1.0075,-0.05,-100,"2019-05-28 12:48:00",30,1.0098,588,184252
"2019-05-17 15:22:37","SHORT",60,"USDJPY","USDJPY",110.3097,60,"2019-05-23 04:40:31",110.114,-0.54,-985,"2019-05-21 13:06:00",30,110.673,1066,183664
"2019-05-22 09:56:38","SHORT",20,"EURGBP","EURGBP",0.8839,20,"2019-05-22 11:06:16",0.8813,-0.01,-27,"2019-05-22 09:58:00",20,0.884,641,182598
"2019-05-21 23:48:07","SHORT",40,"CADCHF","CADCHF",0.7545,40,"2019-05-22 09:13:27",0.7525,-0.09,-166,"2019-05-22 05:34:00",40,0.755,817,181957
"2019-05-21 16:17:34","SHORT",30,"EURGBP","EURGBP",0.8787,30,"2019-05-21 22:01:28",0.8779,-0.06,-104,"2019-05-21 16:51:00",30,0.8789,278,181140
"2019-05-20 14:35:04","SHORT",30,"EURGBP","EURGBP",0.8775,30,"2019-05-21 08:30:31",0.8756,-0.3,-536,"2019-05-21 03:57:00",30,0.8789,740,180862
"2019-04-30 12:52:09","SHORT",30,"GBPAUD","GBPAUD",1.8497,30,"2019-05-19 18:04:35",1.8467,-4.48,-8050,"2019-05-05 21:01:00",30,1.8883,623,180122
"2019-05-17 11:06:36","SHORT",30,"EURAUD","EURAUD",1.623,30,"2019-05-19 18:04:12",1.6194,-0.38,-676,"2019-05-17 15:07:00",30,1.6262,750,179499
